"","Temp1","BT5","CD3","CR9","SK5","WM0","BT6","WM6","RI2","TH4","GR5","GN3","GR9","WAA","BX2","BL0","HF4","HV1","CT8","SK6","WA9","BX1","IM1","ME2","KT3","GN0","ST8","RB4","LB5","GN4","MY1","EA6","EI1","LB4","RB7","KT4","BG1","NB1","HG1","GB0","ST3","HR1","CR8","EN7","GR4","CR5","LW2","BT4","ST4","WA7","ST6","TD5","KC3","TD0","BG2","ST5","BQ5","GN2","KC1","WAB","IS6","CT6","GR7","IS2","HI0","TH5","KC4","CT4","CD9","TH2","CD1","LW4","LW3","ME7","BQ7","CT2","WA8","EN5","HR2","GB6","RI1","EN1","KC2","CR7","KC5","LW1","CT3","HG4","KC7","BQ8","BX0","GR8","WA2","EA8","EI8","WM8","TH6","BX9","EN4","ME1","BQ6","HK6","HV3","MY7","LH0","LB6"
"741",4429,11091.009761408,19358.7024268394,34526.2897450085,27272.3466777348,20918.8377681749,12722.0602829359,17875.6714310421,19528.0939664703,29411.7752209637,32112.4498878856,40956.1503723857,37541.6445203633,21812.7137752821,47210.9006505981,18860.6889497997,16406.315741643,50958.6301005299,22814.6188916154,27223.4089304736,20878.9776786015,50929.1657260267,19683.0525703009,26646.9939449465,27462.7362984988,38696.7065960932,31800.6775374298,30681.5550826551,22222.920802568,37545.4424611315,16955.0234085475,14803.7271621606,14601.4003339469,24816.1458613503,36335.7653299895,30706.8742873657,46815.6806337334,20387.4208691267,19459.7449665951,41691.4468464911,32790.5870265583,7898.18740291504,29442.0897441223,23758.4555879521,40524.8863807476,29512.4018279178,29300.3855871909,11286.3637936983,33969.8133193756,21055.8986276279,30457.8259778669,28041.687753794,18728.6824616824,28094.4763644049,43010.2652474273,31002.2511252512,50660.3288856073,33181.8807313805,14736.9555221069,25903.1165370512,17681.4980727398,22401.2681704525,31771.113386554,17048.4752451876,30257.0243505774,25609.1986678467,19741.3451192836,21294.080340004,18171.7361365253,25815.9628128592,13709.7649346416,32012.6157526029,28343.9583493891,29684.0865013272,44528.8126626116,21081.8700959381,21023.3969782835,12952.2455308609,15682.2477625264,41691.4468464911,19070.5533959242,18811.0729200002,18487.6469765414,34768.0583567893,18641.995405987,33106.0151584646,23272.8487266771,14371.4847942294,14735.7635785748,44528.8126626116,47210.9006505981,33542.5912152883,22222.6080150142,15110.3295509474,15110.3295509474,20074.3514014925,30590.8198735788,50929.1657260267,20903.4299694693,28232.7730855174,50420.9142103794,21760.8587992519,46741.2941566429,16955.0234085475,29054.8918315088,27401.7192974207
"742",4433,20949.6205079878,15552.4539429224,30661.6497128377,19009.802359892,17931.8718641455,21755.1280276716,16765.8744334787,25011.53655184,17230.5816237798,20757.8612555328,26980.5510925021,25645.8436853882,19875.0457463087,32336.762077458,14795.3593370504,22223.5607599029,35274.1172937606,15548.3313228559,22600.5162616835,25019.1775591466,36247.9622858097,15151.9156742913,28473.8521651382,35474.7511217859,25012.4052681145,30089.4364630457,15254.8348339446,18709.3117647851,25650.0493265076,16003.4272967211,26346.977183073,24265.2479831749,20839.1347198364,20597.4197494648,36988.3888429111,30706.88722673,15643.9926311295,5899.1074734437,28667.9813620843,32811.1691615056,23777.3552766747,27014.7296169849,7414.9844405267,27931.6182146783,26792.2586008789,20068.365647528,21849.9824443474,33095.5762613401,25168.5877985136,34684.0187931947,38086.5119026679,18810.4938289902,37829.6628687765,27646.9658398578,29575.0207766105,35745.0592013468,20878.3955024892,20045.5405592097,26040.4814229066,10423.2279373434,15453.3170900377,21295.138443418,10959.4825674186,44789.7602969024,13436.4913559515,20174.7749764681,14400.8356126445,14333.7101827858,14915.4310932781,15288.6727028085,21953.8432371742,19237.441368763,29686.6451060806,29832.3825542966,15130.1158748016,25143.128837908,5853.17793346322,31350.5314584167,28667.9813620843,25169.1827543568,2256.45445410087,19943.6928615134,32135.3282822993,21151.8984776226,23821.8878033303,15097.1841906103,8460.02982487272,20040.4835788797,29832.3825542966,32336.762077458,21422.0620417232,24343.6256715434,24578.0153965785,24578.0153965785,18044.2046011965,19570.5577515266,36247.9622858097,5470.58058690713,30174.4909447526,35520.6446128115,13665.9994904307,30530.6123549438,16003.4272967211,43173.6021288665,25115.456004345
"743",4444,14114.033536438,15995.8224896874,32069.3865608993,22741.551924602,18088.9518020875,15391.1846682864,15562.8725284437,20740.3016578791,23559.1419100219,26622.4087565087,34661.8346403589,31967.2166800891,19537.3533956858,40620.9313698711,15321.2554486065,17547.0133085869,44068.2284548708,18381.31510371,24147.3696808787,21483.4017742006,44427.891157152,16045.8685073138,26439.5026715595,30340.3682069613,32486.562329033,30187.3443717885,23798.3330614913,19281.1460577455,31971.22757617,14587.2114793313,19141.4036697265,17809.3862140116,21870.2373045101,29383.586371865,32808.2017065825,39751.6522534493,16740.398817105,12753.7759880365,35754.7058528431,31988.9227858335,14740.8497790598,27417.9730297456,16493.0075508063,34734.7530597571,27363.1765283715,24494.6505319093,14784.7840380922,32802.9000578316,21658.1656120927,31549.6383871697,31974.4401230211,17101.100500235,31869.1163296986,36220.1612493186,29485.0376863898,44067.7766388717,27379.4572964192,15408.7863897059,24862.9233362414,12659.1456302674,18056.7394035274,26590.0439170428,12373.0929704733,36536.5675985392,19627.4464180287,18392.3381587172,16869.9424665807,14636.834163928,20262.5731089218,12082.817742875,26992.5391345307,23545.5692759441,28760.0196278895,37993.0041052865,17009.2064742845,21627.0902735178,6583.97048183947,22474.8957304666,35754.7058528431,20579.4704923609,11543.3646182923,17518.4494457042,32849.7780144671,18226.2938980044,28409.6438977723,18531.4914176403,9114.72571356581,15405.2255183464,37993.0041052865,40620.9313698711,27812.5163204802,21904.4176580527,18237.66096294,18237.66096294,17590.9590720098,25177.607076835,44427.891157152,13869.7827827646,28150.7046158855,43833.3065102255,16925.6325519558,39636.5753451359,14587.2114793313,35112.7191800869,25342.5864579866
"744",4446,30821.5219496822,20644.197401821,31411.3367411927,18931.3146794446,22571.8439596465,31233.1831666168,23032.8679977898,32513.3867698434,13342.5790276875,16654.6837629316,18241.6254742778,19706.0778620969,24527.3908258091,22117.7184917678,20076.9072031285,30378.621056748,24117.0770378529,17949.615420224,24506.7763204784,31866.1799084764,26088.2105864539,19930.4008952615,33453.0982470115,42974.1081970087,16907.3813581415,32515.7237209678,6317.60826193256,22695.5437762624,19709.9982193294,22667.1026408003,36160.2064557145,33618.3114813889,23764.5064372738,9907.13852496687,43452.4213470653,19212.8652650608,20029.8308926504,10232.9898406951,20924.4746306631,36000.78807608,35096.526797263,29500.6812079498,6042.7630323374,20795.769715312,29113.7367480753,18615.6275107023,31815.290706727,35643.734159524,31974.7615674019,40225.0022938163,46415.3343470663,25028.3193845673,46021.3475608444,17055.748459885,32285.4309594821,25356.1438121169,15518.0480213856,28448.1201222041,30437.5417540346,16120.7001630929,18181.6728527162,18072.7082138515,17136.3013786086,55087.7214870908,11669.7462589586,26171.9367206021,17740.5977780952,20003.3969554318,13890.1586170877,23527.4770484218,19004.9728344632,18218.7822949286,33334.7122074196,19949.535773271,18849.5531264888,31957.4401541292,16008.3641542312,42436.9360441359,20924.4746306631,32930.0871697686,9452.2078896822,26565.7151235038,33577.0224455964,27998.294106686,21194.4858834451,16902.883710932,16762.1022249786,28442.6342985531,19949.535773271,22117.7184917678,16151.0415836582,30256.4157236797,33819.6457548038,33819.6457548038,23267.2559552793,16271.8935376545,26088.2105864539,7869.10990352902,34954.9241175914,25154.6411121408,16376.0118551898,18953.8155343042,22667.1026408003,53293.9737191102,28109.5010567773
"745",4450,11151.9957382945,20024.4339962958,35049.9776344308,28003.9214041967,21528.943832257,12800.4637771111,18460.3694696062,19713.2648664819,30239.1917766862,32911.1417962789,41806.6136744631,38341.8218867547,22365.9913989121,48078.8170471458,19543.9980402544,16633.9782065365,51842.5583587249,23550.7975596784,27828.0628063176,21127.8004836792,51790.8949989961,20369.5067600431,26955.6116053253,27374.6601398081,39542.3648676623,32244.3488235953,31567.1581357756,22836.0106833312,38345.600578111,17552.9303682469,14582.5949407015,14566.5109432417,25417.7032982932,37223.2988609092,30711.9880586729,47706.2430358634,21070.9097953574,20342.2305150257,42516.4241047409,33142.7365663801,7212.4185419148,29936.2236597683,24626.8082251096,41339.5342443184,30019.0415280425,30049.9832130487,11266.2529976575,34358.9239292639,21303.5910381458,30594.0619809401,27797.7461571722,19240.8484759118,27874.045984042,43889.9961061886,31438.2419759987,51527.8806989739,34002.4131429152,15045.7817547265,26308.2128775508,18478.8214995021,23131.9544971863,32546.589019252,17826.2173210163,29618.1185269686,26449.0784333937,20217.1528132971,22034.9709143206,18859.0608728338,26627.3857513834,14279.1909820064,32775.0531863401,29094.7558212801,30060.4202330663,45393.8940495153,21796.3799042274,21271.1709990847,13831.4097377368,14964.5231047988,42516.4241047409,19221.9472444693,19697.2774327446,18934.8901472058,35235.6445478314,19028.2291227323,33840.4074433862,24031.1641860051,15198.246437556,15044.8930228461,45393.8940495153,48078.8170471458,34357.613570829,22569.1573870977,15080.5935922566,15080.5935922566,20658.1163844533,31385.5295934987,51790.8949989961,21794.602893098,28519.6732245254,51288.19453448,22530.6276319425,47632.7232984824,17552.9303682469,28458.8106969649,27906.8723424524
"746",4457,25559.0564343519,18030.0959966913,31675.9101588029,19319.9196991466,20302.2456796027,26229.6862644902,19823.302176927,28756.7832172959,15775.4368190818,19409.1565597799,23834.4702474356,23684.1715407478,22315.8896293484,28546.1401430873,17325.0998574536,26195.0898489981,30967.9918950536,16781.8980972676,23923.5087033826,28499.8161044734,32507.6924165627,17465.7061518836,31234.5787956995,39310.1733047322,22108.088793625,31805.0737657169,11635.509963162,20816.3723211416,23688.3621512795,19213.160930395,30967.6115787378,28713.4673787987,22551.5128427251,16469.4342205862,40435.197132685,26155.6870485658,17800.7530448424,6703.65309690091,25988.9881279909,34887.891399826,28790.5886434467,28698.7057755803,2715.22308706942,25505.3984803089,28401.3581003714,19827.309883993,26497.6394920376,34907.9440843636,28634.6372459654,37746.2856379304,42243.044783231,21906.3739607871,41935.3477513175,23636.2298345011,31402.0762487249,31882.4060809013,19004.3089388763,24086.8926856244,28517.387699988,12869.9172295281,16832.3415127878,20345.4136538389,13692.1107758805,49603.6030433395,12556.1984476668,23209.5809650105,15997.7236600552,17021.7856753406,14527.5253288134,19173.1375018825,21148.2774844275,19145.3356821928,31910.2197390226,26191.2162914488,16950.3014774325,28612.1464651649,10306.0206759817,36334.6056467755,25988.9881279909,29019.3650329181,2934.698551039,23241.4654560417,33467.6886058282,24569.5293101944,23221.537456692,16024.4392300299,12101.53189481,24081.5910719693,26191.2162914488,28546.1401430873,19608.1101695225,27427.6399608767,28988.1175825937,28988.1175825937,20678.8358934253,18507.6287914251,32507.6924165627,4389.85213079623,32876.593814723,31669.2371937718,14910.3885489093,25906.1908405349,19213.160930395,47935.676388817,26975.5563427611
"747",4459,11800.0058424999,19790.8179609184,35064.226399265,27627.922373887,21399.1474910431,13428.4932534569,18378.4065823597,20213.3711985842,29616.666194498,32370.0640870178,41104.2112855975,37795.1458627815,22335.3967647044,47305.6221335852,19275.7728281642,17082.0875585904,50982.078850517,23166.9757133795,27704.757671195,21547.0568168521,51043.6335401048,20094.1703296095,27293.7959854057,28178.0938326046,38857.5067725244,32386.4015432436,30698.0822842199,22699.9196547659,37798.9757674032,17448.4684906517,15509.2107079769,15316.2294677356,25301.0780880766,36336.437599601,31418.7041439627,46782.8575225744,20801.0139145426,19501.0984997975,41897.882744697,33419.179043906,8410.06380584923,29999.9179220042,23526.7407879911,40751.7638893026,30062.5493391661,29632.1671165817,12000.9778615629,34582.0337290769,21724.2557429152,31151.7453234287,28745.4171615707,19280.5568401961,28801.4059039979,43057.5395208275,31592.1933104174,50755.8466560148,33399.3486110129,15388.7224984567,26509.8442080291,17950.2729228276,22760.6727995555,32065.6966460507,17349.1234593681,30807.8852942994,25788.3900041981,20314.1297719075,21641.5839965246,18583.3439699937,26053.7538670434,14228.6293549998,32325.9373360816,28674.5533984674,30302.9574977321,44633.5271404545,21461.3324625123,21691.7402004052,13018.764650667,16167.0675954462,41897.882744697,19763.2621267227,18664.1717532383,19076.8246879775,35340.0400883378,19260.5593267059,33455.8785020069,23595.9774001684,14589.906379844,15387.4256986502,44633.5271404545,47305.6221335852,33770.5602769984,22856.2575731883,15824.9571028251,15824.9571028251,20575.9962150803,30855.6473624632,51043.6335401048,20867.4859295597,28886.8660698976,50517.3960634846,22068.8878288029,46692.7090815851,17448.4684906517,29634.2865179634,27953.485557623
"748",4464,11662.8174845777,20654.7435421058,35678.9018894457,28623.2475966776,22162.2843059997,13315.7548960062,19093.5661165587,20263.4383612648,30814.4512699111,33505.1040481622,42360.4175186935,38935.0559511909,22997.7419589776,48608.8898823,20172.1995357821,17200.1075858258,52336.4417065076,24168.7503137534,28461.4397581496,21698.6543384894,52330.4373585985,20997.3118494257,27542.7891661762,27801.2856989223,40101.3473164833,32862.0787587946,32055.8990054205,23469.3223647013,38938.8453366499,18186.3029364187,14945.3835729235,15029.3436233967,26051.0746613001,37703.8090436839,31183.7687503803,48168.0246349302,21699.1609428745,20842.0951059364,43093.6528621473,33740.6605848868,7224.27141184089,30561.8787133503,24953.6891815108,41924.0542440965,30646.2459019937,30664.2876771252,11741.5242154538,34965.5294140277,21874.0290637571,31122.4227600975,28134.8365761478,19869.3010359124,28225.5857593698,44396.1280071015,32054.633361892,52058.5240805403,34582.8297979446,15636.6298773086,26919.0147136196,19073.0312688214,23751.3143413409,33151.5967672062,18429.6572954802,29640.818333022,27013.7111877473,20841.0278699367,22651.5504512901,19486.6595935369,27213.7741794255,14912.0623514705,33385.1200782026,29708.6553328436,30664.4979701041,45928.5271703486,22419.3786457536,21841.6457619127,14340.9929328759,14911.8062721445,43093.6528621473,19760.0980070984,20085.3303044268,19554.5649988011,35857.23561414,19636.2596394513,34459.1629375221,24642.3983364814,15773.6668758593,15635.8218821824,45928.5271703486,48608.8898823,34941.8119367685,23167.1884584385,15545.2320226065,15545.2320226065,21291.2592033567,31981.5711788473,52330.4373585985,22252.4412501074,29100.346450555,51819.2855076764,23137.5981096654,48085.0559299376,18186.3029364187,28524.5351007546,28533.9925233939
"749",4466,23398.5074446134,17046.7864425403,31529.0303149069,19470.3035597129,19392.7596958821,24158.2181214698,18545.1137603644,27128.0631495201,16787.3738663125,20399.9796742246,25718.4316701506,25002.4545380731,21381.3654800547,30728.9270883161,16308.1365721793,24430.0312788607,33364.415249192,16432.3447738618,23584.4264006814,27021.2283218918,34673.9938655978,16563.1526671795,30160.9089200681,37642.7991593869,23873.1310971625,31292.2267894143,13680.4612419065,20048.9241469843,25006.6710189496,17849.224636522,28802.9746550258,26661.3184410745,22001.772529974,18772.0560758633,38994.6186133478,28638.5938396987,16983.3794950135,6254.97455660388,27660.7507371862,34191.5869253367,26287.8233411561,28192.4233554565,4888.04014055592,27055.3632735585,27933.2726328797,20262.8831485892,24311.8617186983,34352.1758726674,27164.5740272524,36519.1193380908,40384.1154283088,20618.5292886092,40107.5162169344,25905.1105080095,30829.2632407513,34100.1081702936,20253.6728195809,22276.4677915779,27589.5676641373,11837.7522426026,16408.3275104978,21143.0187176039,12526.3918783042,47301.5046902145,13229.0845261948,21960.7526206832,15451.2442629899,15918.8359550291,14980.3293250171,17437.665491617,21878.9379485711,19499.4732460459,31128.1163391712,28305.0017662974,16299.3972972689,27140.3606407763,8192.50722532079,33874.795820467,27660.7507371862,27330.3812144186,1169.53748473507,21849.0814224022,33160.5947937964,23115.5600171671,23861.6983917576,15823.3791142652,10440.6105959469,22271.2978285221,28305.0017662974,30728.9270883161,20831.7852013214,26166.8488166462,26960.5708357219,26960.5708357219,19631.8648651203,19347.9679810228,34673.9938655978,4742.6755469312,31838.723657214,33881.9470399417,14530.7642924657,28413.6031324186,17849.224636522,45673.6238009967,26370.053155005
"750",4469,12487.2866072069,18797.4295187651,34414.9890933175,26367.1605228315,20566.3711382605,14047.5095742997,17651.38203703,20510.4358881666,27988.0262303129,30850.9119334235,39354.5681114773,36259.3492512579,21663.9107786037,45464.479053598,18229.6013230326,17312.4465198025,49040.6407147475,21911.8170603296,26849.1465484667,21682.2983422735,49231.9635433276,19030.2447667647,27245.3517760709,29034.0140232672,37132.4790102207,31965.9627363755,28757.3326005249,21848.1242134707,36263.2464142219,16692.7012720354,16697.8297153749,16143.7578686403,24467.3951189838,34372.8092269686,32063.4886190171,44778.6353178618,19741.0416029228,17608.9690754667,40257.9740459196,33234.7366820108,10365.4395372671,29451.5931551539,21402.1850169009,39155.0170143483,29479.2316951286,28301.2980758166,12848.4722413788,34298.218036246,21860.810741485,31501.2048569106,29917.2396553164,18754.1512750757,29926.4961748304,41149.7790770587,31195.3475462903,48914.5183421536,31791.022740009,15448.1821428594,26218.5850377673,16501.3497977251,21527.1536505168,30634.6328144714,15984.0507137054,32679.7990992445,24115.4772546593,19878.4277868944,20379.2373967284,17530.560900536,24502.4698889714,13608.9120066129,30941.4075003873,27342.7619478101,30068.2383224136,42809.2180689665,20292.2599885657,21828.3553852585,11190.9022616243,18155.9550396943,40257.9740459196,20142.1558341252,16576.9578925403,18731.3669462114,34844.9829513891,19074.1813515164,32166.2386215207,22259.3146582582,13046.1244232002,15446.1624591859,42809.2180689665,45464.479053598,32183.9175580907,22739.7414657443,16636.1008579271,16636.1008579271,19829.582128048,29355.6508173145,49231.9635433276,18874.7975381655,28884.7055582169,48677.6386259197,20698.4981226712,44672.839692201,16692.7012720354,31439.537369839,27384.0073157073
"751",4474,13123.5847106481,17506.5458187362,33388.1423666494,24750.4976902616,19428.5063409835,14571.9964084693,16660.40855878,20583.3397536334,26015.8159341398,28972.8529868633,37266.1440163395,34357.2573125876,20687.0102946518,43303.0393278878,16888.518965878,17359.1052050549,46811.3498141838,20322.6311801954,25642.3380984192,21568.1696563778,47090.9393202769,17662.1233086561,26886.9565160907,29643.5278522884,35065.6853388612,31187.1345308285,26533.7327932969,20678.727842263,34361.2097863191,15684.6034909238,17774.0621923615,16845.5853278299,23297.5853233478,32133.1746188546,32425.9192976733,42515.9813606457,18370.4662553073,15431.4114244645,38260.0148699662,32698.9643875997,12341.5985280966,28550.8915683157,19146.3895048378,37195.4095274674,28541.801790052,26608.6744564109,13640.0409560735,33652.9947906898,21746.1883910332,31545.1962129787,30874.0073977527,17964.6487736223,30830.6765185792,38943.3394712225,30444.8782873673,46751.8856315304,29830.4181272646,15346.8703395171,25608.5750943201,14751.984700168,19962.4668420739,28839.3744408774,14327.7224474956,34464.7492799924,22111.7524115438,19172.3225038152,18792.5845735568,16190.2464870771,22610.017376765,12810.8800197395,29189.6481900596,25652.3859536085,29494.6160437516,40661.1226414447,18802.8077983908,21714.1414492673,9097.77996412435,20130.5126305215,38260.0148699662,20307.344320084,14292.1038107927,18137.0588966384,33976.392497084,18646.3764065649,30502.7155172949,20585.6359867638,11232.6019284081,15344.1172097222,40661.1226414447,43303.0393278878,30242.0790495577,22344.8338727035,17312.4681066818,17312.4681066818,18791.1586390457,27498.5405200898,47090.9393202769,16624.4086640779,28565.3450734278,46516.2055107731,18999.5227543991,42403.3046345686,15684.6034909238,33139.7755356838,26472.5185258577
"752",4476,21074.2834823306,16333.9823722167,31583.6256350197,20005.3328261161,18717.2522636592,21948.0462093301,17430.4575566492,25466.7484838113,18263.2972894255,21793.1378878148,27939.571379271,26672.4522135712,20640.0298126547,33223.8410187938,15573.4004431304,22616.6452836299,36065.3058763058,16486.6858179805,23506.0905807882,25547.8141030315,37145.0856125284,15962.096852015,29154.6871799591,35880.455552443,25989.8821998057,30933.3762259313,16136.6802449122,19531.0015725245,26676.6594604404,16639.2648676696,26451.035019599,24463.3020574382,21705.3442173966,21412.0542418649,37500.8756578008,31427.704259157,16474.3091760879,6930.54883926573,29664.4368564254,33600.2797364567,23499.3375445266,27868.4587809561,7635.35410871639,28941.6688133089,27655.7495648486,21087.6577561505,21949.5818019152,33921.9615981457,25700.563674628,35290.9751725748,38380.4259918857,19455.3392672868,38142.4128951447,28493.5963408813,30405.1337808055,36623.2620622516,21904.6053997861,20423.3012520931,26779.0068250236,11256.1852351907,16378.2331525871,22329.7570117833,11738.585438423,44747.0466334609,14472.295991797,20826.3663339236,15308.8187582258,15087.7272159337,15945.3972488797,15746.4561877603,22986.3601602243,20252.1155257685,30458.6712235542,30738.6621224159,16008.091870668,25674.412224819,6233.27595216231,31135.7734646012,29664.4368564254,25591.9980690686,2998.96405224006,20536.8978721553,33022.2762727262,21710.3488574344,24849.1035946782,16063.2938646867,9076.81012554448,20418.3525319465,30738.6621224159,33223.8410187938,22450.2611562151,24969.0584161743,24792.9338643059,24792.9338643059,18784.2886489055,20606.2554509327,37145.0856125284,6452.09679238412,30862.8722982905,36400.4998102197,14612.866435792,31226.5961139021,16639.2648676696,43169.2963036887,25950.4874537567
"753",4479,14319.5988835406,16882.6094056733,32934.5323683504,23697.6700054589,18947.8532318033,15660.8820731817,16369.1027623572,21234.9319691463,24518.5478248054,27588.7785321625,35592.5904024474,32931.2859112213,20360.950147811,41520.3386481452,16216.6054127434,18025.3187030255,44918.5072762042,19329.8213713112,25038.8888795867,22049.257971827,45336.2991794525,16950.0395281514,27109.1520354489,30677.6569812989,33424.3199106014,30989.0858630827,24661.2499352367,20152.0583228433,32935.3002442933,15391.2322442937,19222.9126880187,18036.3398651564,22748.7696513091,30226.7842567461,33248.7806811754,40558.8356103961,17647.4998782063,13664.3579292516,36706.4943259226,32727.2087233393,14339.2177051104,28245.3716996982,17073.4200064569,35692.5164779503,28199.5917746907,25458.1464026534,14937.7750025042,33573.6534523999,22225.2266633181,32101.770755984,32172.2022541406,17858.5280072132,32089.3065170927,37092.3117687243,30277.847507192,44965.7544101059,28338.9493220984,15918.0826530459,25603.9597330514,13617.9711296675,19001.3764687791,27557.8706253823,13318.7599360733,36326.7022863545,20584.4762190227,19132.7438852393,17815.7202017201,15528.8768594417,21229.4562297189,12793.0886939277,27959.5185185098,24508.5506807395,29501.8512838128,38899.7393449623,17939.823654996,22193.8270851021,7544.988674372,22112.1397683651,36706.4943259226,21039.1574656788,12257.1670665506,18218.101254331,33678.8811083419,18876.9125657642,29372.4341176619,19489.9757536002,10072.5148038739,15914.7466013648,38899.7393449623,41520.3386481452,28773.9697849699,22566.7898114199,18479.2020765553,18479.2020765553,18422.0949702568,26144.9337431902,45336.2991794525,14710.8411424397,28813.5644981409,44731.9636473845,17885.0358122031,40429.8001739722,15391.2322442937,34950.7805434301,26167.9184777977
"754",4481,19852.0439769681,16482.8171612716,32114.4616214619,20909.2564756484,18856.9827379438,20828.3097093818,17267.8199657393,24799.0790507137,19692.9443872769,23158.0564062249,29684.3819598999,28158.1978150624,20710.5342267128,35077.8371674179,15720.2168997833,21841.848999145,37989.9346455438,17142.9349711877,23999.2519877466,25029.7230580312,38987.5833092471,16195.7257006806,28969.7739108277,35088.3267262013,27691.6577275406,31194.435409157,17996.3218792089,19770.1056008327,28162.38706667,16415.8523719993,25178.9296831095,23341.604091569,22070.9764762809,23323.6674706626,36916.1831357753,33373.5330358043,16762.5383080687,8227.64856415123,31306.7095298108,33690.2370355368,21770.1624110638,28169.3303143362,9442.76795446072,30528.8547041933,27989.0012930627,22149.3155369462,20685.9912357962,34121.456521778,25188.9077181821,34915.3914265702,37383.8406407924,19229.5283843038,37178.5525508757,30384.5612584984,30624.4995721903,38486.5407189031,23399.1399816936,19631.8327364362,26749.4300914512,11620.0339394771,16983.1515605762,23582.5739858583,11941.5789978092,43250.6369910919,15824.4144289407,20607.4168709194,15860.5899586463,15174.8292853246,17135.6807744579,15147.8877859614,24192.1822046346,21279.7911190532,30508.2710382522,32570.0742829414,16450.5057963058,25161.397193693,5751.94010504608,29458.4042847801,31306.7095298108,24860.6700380694,4921.516632957,20184.9334254723,33421.1838684828,21274.5790463854,25977.7101813705,16840.12299557,8946.79539556443,19627.1161643092,32570.0742829414,35077.8371674179,23926.2155581731,24667.2393746024,23697.20353026,23697.20353026,18800.4887145499,21908.2013583489,38987.5833092471,8170.08279899516,30691.5892172657,38262.0971895768,15318.9413486882,33175.6109002694,16415.8523719993,41722.4089440817,26198.9021027709
"755",4484,13744.0248239558,18244.1659409654,34143.2225573925,25431.4851690987,20179.1209645377,15216.2522482886,17420.5166096265,21300.3294830002,26582.9042146788,29576.9102371039,37765.8964071521,34950.0277567493,21446.6745215322,43747.5593205826,17620.7938069214,18076.7010670562,47183.2835695382,21012.2695105137,26385.0104033557,22304.7359534403,47551.3416970106,18390.4241664177,27642.4028632389,30285.4278695043,35579.4622136541,31951.3562153621,26919.4717132658,21426.3696086073,34954.0003638771,16444.3137106064,18303.0316854364,17459.7265313795,24044.2872044822,32493.883915895,33110.081932527,42831.9521159984,19097.9453064548,15878.1352163223,38809.8019076186,33461.8485967607,12518.209877969,29312.3768380249,19241.8760788323,37763.3671407966,29301.9177950196,27270.7372037743,14229.7288627452,34417.6327281143,22482.8783245386,32269.7075902116,31442.854416314,18729.3069408948,31411.9090207613,39345.0777101467,31209.4399205448,47194.6727339363,30400.7029741441,16078.151175424,26372.5543483018,15409.4928473007,20657.2985684927,29471.498076785,15009.2144179465,34754.8818677763,22666.6548490755,19937.0190208716,19483.9739325809,16923.162062056,23212.5635852192,13575.6754663899,29834.5683129566,26315.5115575879,30258.1602902024,41117.3393023391,19512.2160245769,22450.7808192215,9627.26161462495,20313.7898724622,38809.8019076186,21013.0110068229,14513.200331438,18899.9725482497,34738.509333997,19403.3621496472,31170.3110482293,21256.1900320461,11878.5730664834,16075.4660929704,41117.3393023391,43747.5593205826,30820.3269570166,23101.2309522435,17932.3363111173,17932.3363111173,19548.3528617506,28110.8738246292,47551.3416970106,16977.7255664793,29318.9349169974,46960.0674411893,19665.18614334,42702.381746581,16444.3137106064,33468.4693252894,27233.841045715
"756",4488,30068.2387791428,21329.2926619001,33480.3327214735,20928.6472343341,23450.3613564864,30656.3529326871,23445.5201239688,32696.8467826528,16000.7972422554,19482.2592988516,21724.0711324521,22916.7692469474,25455.3792421158,25539.3213976645,20685.3963222215,30307.4368635559,27278.2129059617,19267.7403240149,26173.414235291,32260.7911594878,29505.4409983764,20678.2328409818,34442.3868520888,43245.2562921571,20346.5088786794,34188.762381952,9678.30784691875,23761.406906188,22920.7817720609,22947.2621864264,35468.119580251,33113.5920787637,25147.9802752852,13333.7759207425,44076.6386342898,22181.0879389359,20893.218078876,10133.3806294928,24356.4356478882,37516.2402472691,33507.8232551613,31115.3131892205,2825.86051590366,24169.9911991278,30764.297731133,20928.7867799515,31026.1300467887,37322.2314203278,32384.0259780107,41115.1083097461,46398.9544981808,25505.9097572524,46055.6658858015,20439.3359247046,33882.4514239938,28739.5820585634,18556.9734313008,28262.2580202456,31552.3203101101,16403.1163338046,19422.6195787604,20759.3753294724,17341.1135796764,54206.3697060455,13681.5259998859,26741.7302369363,18792.4831458421,20495.2587789699,15877.7358986657,23313.9071318636,21659.425140053,20416.7365461514,34696.7209752376,23414.1628079347,19849.6934253273,32363.841341843,14869.5654789222,41041.5207346608,24356.4356478882,33028.1978161056,7622.54281858683,26949.7742610355,35507.6997622977,28336.751602196,23833.7566233411,18327.40533758,16291.6742524298,28256.8535413423,23414.1628079347,25539.3213976645,19189.2885428522,30923.6221234147,33363.1892850695,33363.1892850695,23997.852322452,18919.0240878518,29505.4409983764,7541.09975282991,36019.4956756647,28542.8012198508,17525.0798409675,21829.8524311563,22947.2621864264,52505.1364071598,29568.2459713805
